Player Name,League,Squad,Country,Position,Annualized Salary
G. Eng,E,Deferred Dolphins,Zamlie Niabangthe,FWMF,"∂ 24,380,000"
K. Kravchenko,E,Deferred Dolphins,Greri Landmoslands,GK,"∂ 11,280,000"
Q. König,E,Deferred Dolphins,Nganion,GK,"∂ 13,730,000"
B. Kaonga,E,Deferred Dolphins,Central Namemo Laand,MF,"∂ 11,410,000"
Z. Johansen,E,Deferred Dolphins,Dosqaly,MF,"∂ 22,120,000"
W. Mahato,E,Deferred Dolphins,Nganion,MF,"∂ 29,680,000"
D. Magala,E,Deferred Dolphins,Republic of Denand Landsa,MF,"∂ 17,330,000"
I. Benedetti,E,Deferred Dolphins,Zamlie Niabangthe,MF,"∂ 27,160,000"
F. bin Zakaria,E,Deferred Dolphins,Nganion,MFFW,"∂ 25,400,000"
K. Ferrari,E,Delta Colts,Nancipenuaroe,DF,"∂ 12,930,000"
C. Roux,E,Delta Colts,Nganion,DF,"∂ 11,270,000"
D. Ngo,E,Delta Colts,Nganion,DF,"∂ 14,090,000"
N. Turyasingura,E,Delta Colts,Nganion,DF,"∂ 8,530,000"
O. Mohammad,E,Delta Colts,Nganion,DF,"∂ 13,850,000"
R. Tsao,E,Delta Colts,Sobianitedrucy,DF,"∂ 12,650,000"
D. Valentini,E,Delta Colts,Nganion,DFMF,"∂ 26,550,000"
I. Ochola,E,Delta Colts,Nganion,DFMF,"∂ 4,530,000"
K. Kastelic,E,Delta Colts,Nganion,DFMF,"∂ 11,590,000"
L. Bogere,E,Delta Colts,Nganion,FW,"∂ 22,040,000"
M. Twinomugisha,E,Delta Colts,Nganion,FW,"∂ 14,200,000"
M. Nakyejwe,E,Delta Colts,Varijitri Isles,FW,"∂ 29,120,000"
L. Grasso,E,Delta Colts,Nganion,FWMF,"∂ 24,020,000"
V. Sserugo,E,Delta Colts,Nganion,FWMF,"∂ 34,970,000"
C. Shevchenko,E,Delta Colts,Nganion,GK,"∂ 13,130,000"
G. Rossi,E,Delta Colts,Nganion,GK,"∂ 21,320,000"
R. Amash,E,Delta Colts,Nganion,GK,"∂ 19,100,000"
R. Ayikoru,E,Delta Colts,Lefghau,MF,"∂ 22,750,000"
D. Law,E,Delta Colts,Nganion,MF,"∂ 24,310,000"
F. Ainembabazi,E,Delta Colts,Nganion,MF,"∂ 10,880,000"
J. Mugenyi,E,Delta Colts,Nganion,MF,"∂ 14,420,000"
M. Korugyendo,E,Delta Colts,Nganion,MF,"∂ 20,180,000"
R. Kabuye,E,Delta Colts,Nganion,MF,"∂ 19,140,000"
H. Shuaibu,E,Delta Colts,Nganion,MFDF,"∂ 18,550,000"
J. bin Hashim,E,Delta Colts,Nganion,MFDF,"∂ 23,430,000"
W. Daan,E,Delta Colts,Biarizea,MFFW,"∂ 11,450,000"
U. Oyella,E,Delta Colts,Dosqaly,MFFW,"∂ 7,640,000"
M. Naluwooza,E,Delta Colts,Nganion,MFFW,"∂ 25,550,000"
V. Abu,E,Delta Colts,Nganion,MFFW,"∂ 16,890,000"
T. Sinaga,E,Delta Colts,Rarita,MFFW,"∂ 21,660,000"
E. Odeke,E,Festive Governors,Coastpa Barleslands,DF,"∂ 12,850,000"
J. Ayebare,E,Festive Governors,Dosqaly,DF,"∂ 16,900,000"
L. Wilson,E,Festive Governors,Dosqaly,DF,"∂ 11,390,000"
M. Lunkuse,E,Festive Governors,Dosqaly,DF,"∂ 14,870,000"
C. Busingye,E,Festive Governors,Greri Landmoslands,DF,"∂ 19,280,000"
M. Takata,E,Festive Governors,Janmico,DF,"∂ 15,950,000"
A. Nilsen,E,Festive Governors,Nganion,DF,"∂ 13,370,000"
V. Nazziwa,E,Festive Governors,Nganion,DF,"∂ 21,530,000"
Z. Acidri,E,Festive Governors,Nganion,DF,"∂ 14,580,000"
Z. Madsen,E,Festive Governors,Nganion,DF,"∂ 9,590,000"
I. Hsieh,E,Festive Governors,Nganion,DFMF,"∂ 10,790,000"
O. Aboagye,E,Festive Governors,Dosqaly,FW,"∂ 26,620,000"
P. Peh,E,Festive Governors,Dosqaly,FW,"∂ 19,410,000"
I. Stoica,E,Festive Governors,Janmico,FW,"∂ 26,670,000"
M. Mansouri,E,Festive Governors,Nganion,FW,"∂ 22,550,000"
K. bin Ali,E,Festive Governors,Nganion,FWDF,"∂ 34,550,000"
L. Ndyanabo,E,Festive Governors,Imaar Vircoand,FWMF,"∂ 34,220,000"
P. Susanto,E,Festive Governors,Lefghau,FWMF,"∂ 27,650,000"
U. Nafula,E,Festive Governors,Mico,FWMF,"∂ 28,670,000"
W. Abeja,E,Festive Governors,Esia,GK,"∂ 9,960,000"
G. Kyobutungi,E,Festive Governors,Lefghau,GK,"∂ 10,970,000"
H. Gaillard,E,Festive Governors,Byasier Pujan,MF,"∂ 20,540,000"
M. Opoku,E,Festive Governors,Lefghau,MF,"∂ 25,850,000"
Y. Mukisa,E,Festive Governors,Manlisgamncent,MF,"∂ 26,610,000"
I. Babirye,E,Festive Governors,Nganion,MF,"∂ 6,250,000"
X. Nankya,E,Festive Governors,Nganion,MF,"∂ 26,890,000"
Z. Gholami,E,Festive Governors,Nganion,MF,"∂ 19,370,000"
W. Doyle,E,Festive Governors,Northern Namemo Laand,MF,"∂ 33,730,000"
D. Egger,E,Flying Penguins,Janmico,DF,"∂ 20,680,000"
J. Zacarias,E,Flying Penguins,Janmico,DF,"∂ 11,450,000"
N. More,E,Flying Penguins,Janmico,DF,"∂ 14,330,000"
N. Nassiri,E,Flying Penguins,Janmico,DF,"∂ 12,870,000"
K. Awuah,E,Flying Penguins,Nganion,DF,"∂ 9,730,000"
K. Kastelic,E,Flying Penguins,Nganion,DF,"∂ 14,850,000"
V. Caputo,E,Flying Penguins,Nganion,DF,"∂ 13,970,000"
O. Balog,E,Flying Penguins,Rarita,DF,"∂ 9,120,000"
J. Ko,E,Flying Penguins,Southern Viout Aman,DF,"∂ 24,200,000"
H. Chevalier,E,Flying Penguins,Central Namemo Laand,DFMF,"∂ 11,530,000"
M. Banda,E,Flying Penguins,Lefghau,FW,"∂ 29,540,000"
E. Thembo,E,Flying Penguins,Nganion,FW,"∂ 24,650,000"
R. Giordano,E,Flying Penguins,Nganion,FW,"∂ 19,220,000"
T. Tushemereirwe,E,Flying Penguins,Nganion,FW,"∂ 31,650,000"
T. Jiu,E,Flying Penguins,Nganion,FWMF,"∂ 13,430,000"
X. Rana,E,Flying Penguins,Nganion,FWMF,"∂ 22,410,000"
B. Brandt,E,Flying Penguins,Nganion,GK,"∂ 22,100,000"
P. Tsan,E,Flying Penguins,Biarizea,MF,"∂ 10,900,000"
K. Sántos,E,Flying Penguins,Coastpa Barleslands,MF,"∂ 10,830,000"
E. Majawa,E,Flying Penguins,Dosqaly,MF,"∂ 2,400,000"
X. Attias,E,Flying Penguins,Greri Landmoslands,MF,"∂ 4,810,000"
H. Gomo,E,Flying Penguins,Janmico,MF,"∂ 29,760,000"
A. Murata,E,Flying Penguins,Nganion,MF,"∂ 18,880,000"
J. Chi,E,Flying Penguins,Nganion,MF,"∂ 25,980,000"
P. Nakimera,E,Flying Penguins,Nganion,MF,"∂ 35,040,000"
B. Fabbri,E,Flying Penguins,Republic of Denand Landsa,MF,"∂ 35,990,000"
Q. Naturinda,E,Flying Penguins,Rosvi,MF,"∂ 17,340,000"
B. Neméth,E,Flying Penguins,Lefghau,MFDF,"∂ 21,410,000"
G. Nalwoga,E,Flying Penguins,Nganion,MFDF,"∂ 18,920,000"
I. Basemera,E,Flying Penguins,Nganion,MFDF,"∂ 20,460,000"
O. Okamoto,E,Horrible Bison,Dosqaly,DF,"∂ 13,140,000"
Y. Kasozi,E,Horrible Bison,Greri Landmoslands,DF,"∂ 13,040,000"
C. Nakitto,E,Horrible Bison,Nganion,DF,"∂ 18,580,000"
D. Hara,E,Horrible Bison,Nganion,DF,"∂ 26,670,000"
H. Lo,E,Horrible Bison,Nganion,DF,"∂ 9,620,000"
I. Tng,E,Horrible Bison,Nganion,DF,"∂ 13,840,000"
L. Adikini,E,Horrible Bison,Nganion,DF,"∂ 18,090,000"
P. Halvorsen,E,Horrible Bison,Nganion,DF,"∂ 16,020,000"
R. Orlando,E,Horrible Bison,Nganion,DF,"∂ 4,330,000"
Z. Kne_evi?,E,Horrible Bison,Lefghau,FW,"∂ 24,640,000"
O. Zen,E,Horrible Bison,Xikong,FW,"∂ 22,420,000"
K. Lowe,E,Horrible Bison,Dosqaly,FWDF,"∂ 32,690,000"
B. Male,E,Horrible Bison,Nganion,FWMF,"∂ 26,590,000"
O. Rodrigues,E,Horrible Bison,Nganion,FWMF,"∂ 30,440,000"
U. Nyakaisiki,E,Horrible Bison,Nganion,FWMF,"∂ 28,950,000"
G. Nalukwago,E,Horrible Bison,Southern Ristan,FWMF,"∂ 25,650,000"
I. Ajiko,E,Horrible Bison,Nganion,GK,"∂ 28,880,000"
K. Sagal,E,Horrible Bison,Nganion,GK,"∂ 6,650,000"
A. Johannessen,E,Horrible Bison,Nganion,MF,"∂ 13,900,000"
D. Mulumba,E,Horrible Bison,Nganion,MF,"∂ 7,120,000"
G. Berger,E,Horrible Bison,Nganion,MF,"∂ 10,380,000"
K. Kabonesa,E,Horrible Bison,Nganion,MF,"∂ 11,430,000"
O. Szilágyi,E,Horrible Bison,Nganion,MF,"∂ 23,250,000"
Z. Zau,E,Horrible Bison,Nganion,MF,"∂ 21,750,000"
H. David,E,Horrible Bison,Redohrainbri,MF,"∂ 19,260,000"
G. Leone,E,Horrible Bison,Nganion,MFDF,"∂ 18,210,000"
S. Gutiérrez,E,Horrible Bison,Nganion,MFFW,"∂ 19,630,000"
A. Lalam,E,Mad Bees,Greri Landmoslands,DF,"∂ 9,730,000"
J. Zacarias,E,Mad Bees,Janmico,DF,"∂ 8,320,000"
C. Benhamou,E,Mad Bees,Nganion,DF,"∂ 22,120,000"
D. Kalni?_,E,Mad Bees,Nganion,DF,"∂ 13,880,000"
K. Awuah,E,Mad Bees,Nganion,DF,"∂ 20,860,000"
K. Owiny,E,Mad Bees,Nganion,DF,"∂ 11,790,000"
O. Akia,E,Mad Bees,Nganion,DF,"∂ 17,660,000"
R. Koch,E,Mad Bees,Nganion,DF,"∂ 13,610,000"
V. Chimwaza,E,Mad Bees,Nganion,DF,"∂ 8,570,000"
Y. Okori,E,Mad Bees,Nganion,DF,"∂ 27,260,000"
H. Chakraborty,E,Mad Bees,South Sati Fatina,DF,"∂ 13,830,000"
Q. Lange,E,Mad Bees,Nganion,DFMF,"∂ 5,180,000"
D. Adebayo,E,Mad Bees,Nganion,FW,"∂ 25,960,000"
O. Manhica,E,Mad Bees,Nganion,FW,"∂ 33,600,000"
Q. Salehi,E,Mad Bees,Nganion,FW,"∂ 26,590,000"
J. Taylor,E,Mad Bees,Nganion,FWMF,"∂ 34,460,000"
K. Nkhoma,E,Mad Bees,Nganion,GK,"∂ 16,400,000"
R. Martino,E,Mad Bees,Nganion,GK,"∂ 23,940,000"
L. Nangiro,E,Mad Bees,Eastern Niasland,MF,"∂ 29,770,000"
C. Attias,E,Mad Bees,Nganion,MF,"∂ 20,760,000"
E. Hayati,E,Mad Bees,Nganion,MF,"∂ 26,010,000"
F. binti Sulaiman,E,Mad Bees,Nganion,MF,"∂ 10,900,000"
W. Ross,E,Mad Bees,Nganion,MF,"∂ 6,150,000"
Y. Nakimbugwe,E,Mad Bees,Nganion,MF,"∂ 21,210,000"
V. Fernandez,E,Mad Bees,Pahon,MF,"∂ 15,760,000"
O. Visser,E,Mad Bees,Rosvi,MF,"∂ 8,080,000"
U. Wahyudi,E,Mad Bees,Tiagascar Westlands,MF,"∂ 14,820,000"
U. Nasser,E,Mad Bees,Greri Landmoslands,MFFW,"∂ 30,990,000"
C. Vázquez,E,Mad Bees,Nganion,MFFW,"∂ 36,530,000"
O. Seah,E,Mad Kingsmen,Dosqaly,DF,"∂ 19,840,000"
V. Andersson,E,Mad Kingsmen,Dosqaly,DF,"∂ 13,210,000"
C. Pavlovi?,E,Mad Kingsmen,Lefghau,DF,"∂ 10,710,000"
M. Kayesu,E,Mad Kingsmen,Lefghau,DF,"∂ 19,390,000"
A. Richard,E,Mad Kingsmen,Nganion,DF,"∂ 25,990,000"
D. Huda,E,Mad Kingsmen,Nganion,DF,"∂ 29,810,000"
N. Quinn,E,Mad Kingsmen,Nganion,DF,"∂ 14,580,000"
R. Morin,E,Mad Kingsmen,Nganion,DF,"∂ 21,080,000"
Y. Sen,E,Mad Kingsmen,Dosqaly,FW,"∂ 27,150,000"
S. Costa,E,Mad Kingsmen,Lefghau,FW,"∂ 25,350,000"
J. Atuhairwe,E,Mad Kingsmen,Morticre,FW,"∂ 27,160,000"
C. Neri,E,Mad Kingsmen,Nganion,FW,"∂ 35,800,000"
F. Claes,E,Mad Kingsmen,Rosvi,FW,"∂ 33,130,000"
Q. Ariko,E,Mad Kingsmen,Djipines,FWMF,"∂ 24,890,000"
M. Kne_evi?,E,Mad Kingsmen,Lefghau,FWMF,"∂ 29,160,000"
D. Ocokoru,E,Mad Kingsmen,Nganion,FWMF,"∂ 17,310,000"
P. Villa,E,Mad Kingsmen,Nganion,FWMF,"∂ 35,290,000"
N. Utami,E,Mad Kingsmen,Southern Ristan,FWMF,"∂ 29,300,000"
N. Kyohirwe,E,Mad Kingsmen,Dosqaly,GK,"∂ 27,040,000"
Y. Ruggiero,E,Mad Kingsmen,Southern Ristan,GK,"∂ 14,740,000"
Y. Nagudi,E,Mad Kingsmen,Esia,MF,"∂ 21,970,000"
T. Cortez,E,Mad Kingsmen,Janmico,MF,"∂ 19,490,000"
E. Okurut,E,Mad Kingsmen,Lefghau,MF,"∂ 14,760,000"
C. Nangobi,E,Mad Kingsmen,Manlisgamncent,MF,"∂ 17,750,000"
N. Namwanje,E,Mad Kingsmen,Western Niasland,MF,"∂ 30,070,000"
G. Yunusa,E,Mad Kingsmen,Nganion,MFFW,"∂ 28,200,000"
U. Kazlo?ski,E,Mighty Jimmies,Ingre,DF,"∂ 12,050,000"
A. Ndawula,E,Mighty Jimmies,Ledian,DF,"∂ 4,070,000"
M. Mulondo,E,Mighty Jimmies,Nancipenuaroe,DF,"∂ 19,910,000"
T. Ssekyanzi,E,Mighty Jimmies,Nancipenuaroe,DF,"∂ 20,920,000"
C. Akidi,E,Mighty Jimmies,Nganion,DF,"∂ 13,410,000"
D. Agyeman,E,Mighty Jimmies,Nganion,DF,"∂ 22,050,000"
I. Murakami,E,Mighty Jimmies,Nganion,DF,"∂ 23,170,000"
O. Heng,E,Mighty Jimmies,Nganion,DF,"∂ 2,800,000"
Q. Rosenberg,E,Mighty Jimmies,Nganion,DF,"∂ 20,420,000"
T. Mutero,E,Mighty Jimmies,Nganion,DF,"∂ 24,450,000"
C. Wanyama,E,Mighty Jimmies,Rosvi,DF,"∂ 11,670,000"
B. Yang,E,Mighty Jimmies,Manlisgamncent,FW,"∂ 22,950,000"
L. Costa,E,Mighty Jimmies,Imaar Vircoand,FWMF,"∂ 23,850,000"
U. Okidi,E,Mighty Jimmies,Nganion,FWMF,"∂ 15,600,000"
Y. Hod_i?,E,Mighty Jimmies,Nganion,FWMF,"∂ 23,110,000"
G. Nakasi,E,Mighty Jimmies,Western Niasland,FWMF,"∂ 26,130,000"
C. Edema,E,Mighty Jimmies,Nganion,GK,"∂ 13,630,000"
E. Asienzo,E,Mighty Jimmies,Nganion,GK,"∂ 7,820,000"
T. Namuddu,E,Mighty Jimmies,Nganion,GK,"∂ 30,530,000"
J. Purba,E,Mighty Jimmies,Eastern Niasland,MF,"∂ 33,730,000"
A. Aubert,E,Mighty Jimmies,Imaar Vircoand,MF,"∂ 8,830,000"
K. Nandera,E,Mighty Jimmies,Landli Blicporlip,MF,"∂ 5,260,000"
M. Madsen,E,Mighty Jimmies,Nancipenuaroe,MF,"∂ 19,270,000"
A. Said,E,Mighty Jimmies,Nganion,MF,"∂ 22,830,000"
"C. Jao,",E,Mighty Jimmies,Nganion,MF,"∂ 7,490,000"
J. Bauri,E,Mighty Jimmies,Nganion,MF,"∂ 17,760,000"
Y. Raut,E,Mighty Jimmies,Nganion,MF,"∂ 18,680,000"
E. Rossetti,E,Mighty Jimmies,Central Diasongo,MFFW,"∂ 27,910,000"
X. Kyosimire,E,Mighty Jimmies,Dosqaly,MFFW,"∂ 25,610,000"
T. Mendes,E,Mighty Jimmies,Lylimi,MFFW,"∂ 21,490,000"
B. Chau,E,Mighty Jimmies,Nganion,MFFW,"∂ 22,020,000"
N. Brouwer,E,Mighty Jimmies,Nganion,MFFW,"∂ 12,200,000"
F. Taruvinga,E,Orange Giants,Greri Landmoslands,DF,"∂ 16,360,000"
I. Beh,E,Orange Giants,Greri Landmoslands,DF,"∂ 10,210,000"
S. Nansamba,E,Orange Giants,Imaar Vircoand,DF,"∂ 18,400,000"
A. Hudák,E,Orange Giants,Nganion,DF,"∂ 16,920,000"
A. Tio,E,Orange Giants,Nganion,DF,"∂ 11,450,000"
C. Lunyolo,E,Orange Giants,Nganion,DF,"∂ 12,010,000"
H. Gumisiriza,E,Orange Giants,Nganion,DF,"∂ 12,130,000"
U. Businge,E,Orange Giants,Nganion,DF,"∂ 5,400,000"
U. Ilves,E,Orange Giants,Nganion,DF,"∂ 13,340,000"
K. Akullo,E,Orange Giants,Imaar Vircoand,DFMF,"∂ 26,640,000"
F. Adriko,E,Orange Giants,Lefghau,FW,"∂ 29,460,000"
F. Jee,E,Orange Giants,Nganion,FW,"∂ 23,370,000"
R. Nuwagaba,E,Orange Giants,Nganion,FW,"∂ 22,290,000"
T. Sommer,E,Orange Giants,Nganion,FW,"∂ 17,560,000"
L. Sakurai,E,Orange Giants,Nganion,GK,"∂ 9,560,000"
M. Murmu,E,Orange Giants,Rosvi,GK,"∂ 9,020,000"
A. Kuloba,E,Orange Giants,Coastpa Barleslands,MF,"∂ 24,160,000"
M. Wandera,E,Orange Giants,Imaar Vircoand,MF,"∂ 16,350,000"
J. Kyasimire,E,Orange Giants,Janmico,MF,"∂ 21,790,000"
E. Aisah,E,Orange Giants,Nganion,MF,"∂ 13,150,000"
F. Nakacwa,E,Orange Giants,Nganion,MF,"∂ 15,190,000"
M. Khatun,E,Orange Giants,Nganion,MF,"∂ 16,200,000"
P. Farina,E,Orange Giants,Nganion,MFDF,"∂ 26,050,000"
X. Sung,E,Orange Giants,Lylimi,MFFW,"∂ 24,630,000"
N. Niwagaba,E,Orange Giants,Nganion,MFFW,"∂ 30,650,000"
V. Nakiyemba,E,Orange Giants,Northern Namemo Laand,MFFW,"∂ 33,720,000"
G. Katumba,E,Plane Janes,Biarizea,DF,"∂ 11,350,000"
C. Ibrahim,E,Plane Janes,Imaar Vircoand,DF,"∂ 12,550,000"
D. Akia,E,Plane Janes,Nganion,DF,"∂ 21,540,000"
D. Pal,E,Plane Janes,Nganion,DF,"∂ 14,370,000"
H. Nakafeero,E,Plane Janes,Nganion,DF,"∂ 15,890,000"
L. Tino,E,Plane Janes,Nganion,DF,"∂ 21,240,000"
N. Andama,E,Plane Janes,Nganion,DF,"∂ 5,290,000"
Z. Hribar,E,Plane Janes,Nganion,DF,"∂ 10,640,000"
F. Got?,E,Plane Janes,Central Namemo Laand,FW,"∂ 24,290,000"
S. Wahab,E,Plane Janes,Nganion,FW,"∂ 30,310,000"
Q. Hämäläinen,E,Plane Janes,Rarita,FW,"∂ 23,390,000"
G. Musoke,E,Plane Janes,Nganion,FWMF,"∂ 37,890,000"
J. Chou,E,Plane Janes,Nganion,FWMF,"∂ 34,660,000"
J. Munguambe,E,Plane Janes,Nganion,FWMF,"∂ 28,840,000"
S. Kofi,E,Plane Janes,Western Niasland,FWMF,"∂ 23,470,000"
G. Leung,E,Plane Janes,Nganion,GK,"∂ 22,330,000"
J. Martin,E,Plane Janes,Nganion,GK,"∂ 16,470,000"
G. Namugere,E,Plane Janes,Central Namemo Laand,MF,"∂ 14,270,000"
G. Bari_i?,E,Plane Janes,Nganion,MF,"∂ 37,530,000"
K. Larsson,E,Plane Janes,Nganion,MF,"∂ 21,600,000"
L. Abdullah,E,Plane Janes,Nganion,MF,"∂ 24,670,000"
Q. Shemesh,E,Plane Janes,Nganion,MF,"∂ 6,960,000"
R. Lokiru,E,Plane Janes,Nganion,MF,"∂ 23,320,000"
Q. Lavyan,E,Plane Janes,Nganion,MFFW,"∂ 12,660,000"
G. Mlakar,E,Plane Janes,Republic of Denand Landsa,MFFW,"∂ 23,470,000"
V. Salim,E,Polar Kangaroos,Janmico,DF,"∂ 10,750,000"
V. Akoli,E,Polar Kangaroos,Lefghau,DF,"∂ 17,040,000"
V. Quay,E,Polar Kangaroos,Lefghau,DF,"∂ 16,160,000"
G. Kintu,E,Polar Kangaroos,Manlisgamncent,DF,"∂ 20,340,000"
L. Wambi,E,Polar Kangaroos,Nganion,DF,"∂ 16,620,000"
N. Muzenda,E,Polar Kangaroos,Nganion,DF,"∂ 10,740,000"
H. Nakagolo,E,Polar Kangaroos,Pahon,DF,"∂ 13,530,000"
A. Kamusiime,E,Polar Kangaroos,People's Land of Maneau,DF,"∂ 21,780,000"
L. Kav?i?,E,Polar Kangaroos,Western Niasland,DF,"∂ 11,730,000"
B. Lindberg,E,Polar Kangaroos,Rosvi,DFFW,"∂ 24,860,000"
G. Owusu,E,Polar Kangaroos,Nganion,FW,"∂ 36,400,000"
K. Mirza,E,Polar Kangaroos,Nganion,FW,"∂ 22,050,000"
R. Baidoo,E,Polar Kangaroos,Nganion,FW,"∂ 25,660,000"
V. Hou,E,Polar Kangaroos,Nganion,FW,"∂ 11,300,000"
X. Mubiru,E,Polar Kangaroos,Nganion,FW,"∂ 25,680,000"
D. Groß,E,Polar Kangaroos,Greri Landmoslands,FWMF,"∂ 28,390,000"
Z. Shonhiwa,E,Polar Kangaroos,Nganion,GK,"∂ 13,600,000"
S. Nuwagira,E,Polar Kangaroos,Saintu,GK,"∂ 12,510,000"
K. Nambozo,E,Polar Kangaroos,Dosqaly,MF,"∂ 12,020,000"
M. Kusiima,E,Polar Kangaroos,Nancipenuaroe,MF,"∂ 20,840,000"
O. Ueno,E,Polar Kangaroos,Newgan Ruland,MF,"∂ 23,370,000"
I. Koay,E,Polar Kangaroos,Nganion,MF,"∂ 3,840,000"
I. Mponda,E,Polar Kangaroos,Nganion,MF,"∂ 27,180,000"
N. Awad,E,Polar Kangaroos,Nganion,MF,"∂ 11,170,000"
N. Wahyuni,E,Polar Kangaroos,Nganion,MF,"∂ 25,950,000"
G. Namakula,E,Polar Kangaroos,Nganion,MFDF,"∂ 18,290,000"
B. Abubakar,E,Polar Kangaroos,Imaar Vircoand,MFFW,"∂ 33,390,000"
J. Khoh,E,Polar Kangaroos,Nganion,MFFW,"∂ 25,830,000"
R. Kiberu,E,Polar Kangaroos,Nganion,MFFW,"∂ 27,250,000"
O. Nalubega,E,Polar Kangaroos,Southern Ristan,MFFW,"∂ 29,030,000"
G. Syu,E,Punctual Leopards,Janmico,DF,"∂ 16,940,000"
T. Lam,E,Punctual Leopards,Nancipenuaroe,DF,"∂ 7,760,000"
P. Nabbanja,E,Punctual Leopards,Newgan Ruland,DF,"∂ 9,440,000"
C. Longo,E,Punctual Leopards,Nganion,DF,"∂ 7,630,000"
L. Dube,E,Punctual Leopards,Nganion,DF,"∂ 20,690,000"
P. Alobo,E,Punctual Leopards,Nganion,DF,"∂ 16,620,000"
T. Lawino,E,Punctual Leopards,Nganion,DF,"∂ 18,470,000"
E. Kalungi,E,Punctual Leopards,Western Niasland,DF,"∂ 6,930,000"
F. Nagasha,E,Punctual Leopards,Nganion,DFFW,"∂ 17,110,000"
G. Sule,E,Punctual Leopards,Nganion,DFMF,"∂ 14,110,000"
K. Sibanda,E,Punctual Leopards,Eastern Sleboube,FW,"∂ 28,860,000"
E. Walsh,E,Punctual Leopards,Nganion,FW,"∂ 4,570,000"
P. Ayd?n,E,Punctual Leopards,Nganion,FW,"∂ 27,890,000"
O. Atwine,E,Punctual Leopards,Janmico,FWMF,"∂ 28,220,000"
U. Siziba,E,Punctual Leopards,Mico,FWMF,"∂ 19,130,000"
S. Ibraimo,E,Punctual Leopards,Nganion,FWMF,"∂ 20,870,000"
S. Sande,E,Punctual Leopards,Nganion,FWMF,"∂ 16,030,000"
U. Woo,E,Punctual Leopards,Nganion,FWMF,"∂ 27,800,000"
F. Nasasira,E,Punctual Leopards,Nganion,GK,"∂ 17,810,000"
L. Antwi,E,Punctual Leopards,Nganion,GK,"∂ 6,130,000"
Z. Fabre,E,Punctual Leopards,Nganion,GK,"∂ 22,520,000"
R. Ferretti,E,Punctual Leopards,Coastpa Barleslands,MF,"∂ 16,490,000"
M. Delgado,E,Punctual Leopards,Ledian,MF,"∂ 11,220,000"
P. Susanto,E,Punctual Leopards,Lefghau,MF,"∂ 24,650,000"
C. Simi?,E,Punctual Leopards,Manlisgamncent,MF,"∂ 14,910,000"
D. Abiria,E,Punctual Leopards,Nganion,MF,"∂ 13,890,000"
C. Kalua,E,Punctual Leopards,Varijitri Isles,MF,"∂ 10,900,000"
F. Akongo,E,Punctual Leopards,Nganion,MFFW,"∂ 1,780,000"
H. Ziegler,E,Punctual Leopards,Nganion,MFFW,"∂ 12,150,000"
K. Roger,E,Punctual Leopards,Nganion,MFFW,"∂ 31,070,000"
B. Luki?,E,Running Bigfoots,Dosqaly,DF,"∂ 13,130,000"
W. Ng,E,Running Bigfoots,Greri Landmoslands,DF,"∂ 7,790,000"
J. Abdel,E,Running Bigfoots,Lefghau,DF,"∂ 8,260,000"
C. Kasangaki,E,Running Bigfoots,Nganion,DF,"∂ 21,250,000"
C. Navarro,E,Running Bigfoots,Nganion,DF,"∂ 14,050,000"
K. Mpofu,E,Running Bigfoots,Nganion,DF,"∂ 20,820,000"
X. Nabukalu,E,Running Bigfoots,Nganion,DF,"∂ 11,750,000"
A. Bondarenko,E,Running Bigfoots,Biarizea,FW,"∂ 25,020,000"
O. Wong,E,Running Bigfoots,Biarizea,FW,"∂ 27,810,000"
U. Yong,E,Running Bigfoots,Byasier Pujan,FW,"∂ 22,970,000"
N. Khalil,E,Running Bigfoots,Dastatesne,FW,"∂ 26,810,000"
G. Nadunga,E,Running Bigfoots,Imaar Vircoand,FW,"∂ 26,950,000"
F. Lubowa,E,Running Bigfoots,Newgan Ruland,FW,"∂ 28,900,000"
E. Mwesigye,E,Running Bigfoots,Nganion,FW,"∂ 10,540,000"
U. Woo,E,Running Bigfoots,Nganion,FW,"∂ 28,600,000"
M. Mubangizi,E,Running Bigfoots,Greri Landmoslands,FWMF,"∂ 20,110,000"
I. Murakami,E,Running Bigfoots,Nganion,FWMF,"∂ 20,150,000"
P. bin Ibrahim,E,Running Bigfoots,Nganion,FWMF,"∂ 25,820,000"
N. Mucunguzi,E,Running Bigfoots,Biarizea,GK,"∂ 16,050,000"
U. Nishimura,E,Running Bigfoots,Galamily,GK,"∂ 11,550,000"
S. Mäkelä,E,Running Bigfoots,Imaar Vircoand,MF,"∂ 30,000,000"
G. Gentile,E,Running Bigfoots,Lefghau,MF,"∂ 18,040,000"
V. Handayani,E,Running Bigfoots,Nganion,MF,"∂ 22,300,000"
I. Carpentier,E,Running Bigfoots,Rosvi,MFDF,"∂ 21,790,000"
G. Agustina,E,Running Bigfoots,Imaar Vircoand,MFFW,"∂ 20,360,000"
F. Ngulube,E,Running Bigfoots,Nganion,MFFW,"∂ 20,070,000"
X. Muzaki,E,Sassy Knights,Imaar Vircoand,DF,"∂ 10,440,000"
L. Kimuli,E,Sassy Knights,Nathuacamana,DF,"∂ 16,100,000"
G. Varma,E,Sassy Knights,Nganion,DF,"∂ 19,220,000"
J. Chan,E,Sassy Knights,Nganion,DF,"∂ 16,390,000"
K. Byakatonda,E,Sassy Knights,Nganion,DF,"∂ 13,800,000"
